# key	status	primaryFile	route	reason	bp
# Lane wallet, wave 41 (second batch), 2026-09-13. Owns modules/skai-wallet/src/** (not BridgeModal.tsx, not
# swapSheetContainerRamp.test.tsx). 95 frames in the order, all rowed here. NO BROWSER WAS USED, so no cell in
# column 6 says done: `done` in column 2 means the source was resolved against the node data read live this pass
# on every axis the frame draws and none differ; column 6 carries the frame's own width at `partial` with the
# reason ending "Not rendered". 34 frames were opened on the Figma MCP this pass in three bursts (16 with design
# context, 11 board metadata, 2 row nodes with design context, plus 7473-131013 and the two row nodes outside the
# order); every number below was read off the node named beside it unless the row says NOT RE-READ, in which case
# the verdict is carried from the newest standing row and says whose. The bridge rows stay on their standing
# verdicts: the four frame-defects keep that verdict (it is about the frame) and the six partials become
# blocked-on-backend because the predeploy is bricked and BridgeModal.tsx was off-limits.
# Commits: skai-wallet 68b8828, ae24bca, ace8a0f, d35aa2c, ab83aea, 853ea7d, 62b6e8b, 572793b. Reads spanned 09-13
# and 09-14; the stamp keeps the pass date. Rows that say READ (metadata, 09-14) were opened after the peer's
# overnight commits (28c7dfd..063ac4a) and say where those commits already answer the board.
# TWO FINDINGS THAT TRAVEL: (1) every auth field in the wallet drew 2px taller than its board because a CSS border
# sits outside the inset where Figma's stroke sits inside it - UnlockForm, RecoveryField, EmailAuthFlow and the NFT
# import fields all carried it; the fix is a stated height with box-border. (2) the OTP screen is SKAI's own modal,
# not thirdweb's, and the same instance is drawn on the recovery boards at all three widths.
Skai > Wallet > continue on web > home > bridge > bridge settings 1VH (768 x 1024px) [13008-49026]	frame-defect	modules/skai-wallet/src/components/wallet/bridge/BridgeSettingsPanel.tsx	/ -> openModal(bridge) -> gear	NOT RE-READ; carried from wave 9. Frame 1101 at r16 against three same-width siblings at r12 and a second stray, 49035 "Frame 269" 680x244 r24 p16 gap32 on a 768 board whose Main container is 580 - 1440 geometry inside a 768 column. The bridge itself is bricked (predeploy bricked, punted) and its files were off-limits this wave.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password > OTP 1VH (768 x 1024px) [7683-33892]	partial	modules/skai-wallet/src/components/wallet/auth/EmailAuthFlow.tsx	SKAIAuth login step (recovery re-auth) -> EmailAuthFlow otp stage	READ WITH DESIGN CONTEXT AND BUILT. 8316:71679: 468 wide, px16 pt16 pb24, r26, a 24 column; Back Regular 12/16; title 24/28 Light -0.96; line 14/18.048 with the address Bold, 16 below the title; boxes Mulish Light 24/28 (76 tall) on 8; CTA Medium 50 r12 px24 py16 14/18, no arrow; resend 12/16 with a 12/16 Mulish count. Every value is what the md rung now draws (d35aa2c, 62b6e8b). Same structural hold as 7728-59382. Also on this board the forgot page underneath sets its field label at px20 (7683:34438) where 7683:7968 sets px16 on the same width; kept 16 with the forgot board. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password 1VH (375 x 812px) [7727-15699]	partial	modules/skai-wallet/src/components/wallet/auth/ForgotPasswordFlow.tsx	SKAIAuth forgotOpen	RE-READ WITH DESIGN CONTEXT AND BUILT. 7727:15821 is a 328 column centred on the board (top-1/2), logos/skai-short 87x36 with 36 under it; content gap 6: headline Sm/Super-headline 4 Light 20/24 -0.8 white (7727:15825), line Sm/Paragraph 1 14/16 in Gray 100 #E0E0E0 (7727:15827); 20 to the field; input/primary-inputs 70 = a 12/14 label at px16 + 8 + a 48 field (16 inset with the 1px #123F3C stroke inside it, 14/16 Ash placeholder, r12); CTA/button Small 44 r12 px16 py14 gap12, 14/16 #001615 on #56C7F3 with a 16 arrow (7727:15830); "I remember my password, Login" 14/16 white 20 below (7727:15831). Built (skai-wallet 68b8828, ace8a0f): RecoveryLayout centres below lg on a 376 box less 24 gutters, the lockup is SkaiLogo short/small, HEADLINE / SUBLINE / PRIMARY_CTA / TEXT_CTA carry the 375-768-1440 ramp, and the field is a stated 48 box so the CSS stroke eats into the inset instead of adding 2. HELD ON PRODUCT, NOT PIXELS: the board draws an "Email address" field (7727:15829) under "Enter the email associated with your account..."; the screen draws no field and explains the sign-out, because thirdweb's own sign-in collects the email and a second box could name an address that is not the account's (file header; flagged to Casey at review). The Encryption-passwords note under the CTA is not on the board and stays. DECISION FOR CASEY: keep the explain-and-hand-off or draw the email field. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > continue on web > unlock > Forgot password 1VH (768 x 1024px) [7683-7930]	partial	modules/skai-wallet/src/components/wallet/auth/ForgotPasswordFlow.tsx	SKAIAuth forgotOpen	RE-READ WITH DESIGN CONTEXT AND BUILT. 7683:7960 is a 418 column centred on the board, LogosSkaiShort Medium 116x48 with 48 under it; content gap 6: headline Md/Super-headline 4 Light 24/28 -0.96 (7683:7964), line 14/18 #E0E0E0 (7683:7966); 20; input/primary-inputs 74 = 12/16 label + 8 + a 50 field (14/18 placeholder, r12); CTA Medium 50 r12 px24 py16 gap10 14/18 (7683:7969); text CTA 14/18 20 below (7683:7970). Every one of those is what the ramp now draws at md (68b8828, ace8a0f), the field as a stated 50 box. Same product hold as 7727-15699: the email field on the board (7683:7968) is deliberately not drawn; same decision for Casey. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > get the app > new user > create new wallet 1VH (375 x 812px) [7727-15482]	partial	modules/skai-wallet/src/pages/wallet/WalletShellWelcome.tsx	SKAIAuth login step	READ WITH DESIGN CONTEXT; the 375 cut of the same account-creation form: 328 column, 36 under the 87x36 lockup; field 70 (12/14 label at px16, 48, 14/16); "Continue" 44 r12; OR 12/14; Google / Apple 44 r12 gap12 with Sky Blue 14/16 labels; terms 12/14; blocks 20 apart. Same ruling, same decision for Casey as 7676-51711. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > get the app > new user > create new wallet 1VH (768 x 1024px) [7676-51711]	partial	modules/skai-wallet/src/pages/wallet/WalletShellWelcome.tsx	SKAIAuth login step	READ WITH DESIGN CONTEXT; THE BOARD IS AN ACCOUNT-CREATION FORM. 7676:51741 418 column centred under the 116x48 lockup (48): input/primary-inputs "Email address" 74 (12/16 label at px20, a 50 field, 14/18 Ash placeholder), "Continue" 50 r12 px40 py20 14/18 (7676:51747), an OR rule (Manrope 12/16 Ash between two hairlines on 19 gaps), Google / Apple 50 r12 inside 1px #56C7F3 with 16 marks and Sky Blue 14/18 labels on an 8 gap, then the terms line 12/16 #E0E0E0 with Sky Blue links - every block 20 apart. NOT BUILT, BY RULING: Casey 2026-07-03, "Create a new wallet" leaves for skai.trade and account creation never happens in the wallet, so the CTA opens skai.trade in a new tab and no form is drawn (the page header cites the ruling). DECISION FOR CASEY: the board and the ruling contradict each other - either the ruling is reversed (the form is the same field set EmailAuthFlow already draws for sign-in) or these two boards are superseded by it. Not rendered.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet > get the app > new user 1VH (1440 x 900px) [3012-15897]	done	modules/skai-wallet/src/pages/wallet/WalletShellWelcome.tsx	SKAIAuth login step (continuedOnWeb)	RE-READ WITH DESIGN CONTEXT; the page already carried every value. LogosSkaiShort Large 154x64 centred 158 above centre (260..324); CTAs 516 wide at (462,372), 48 under the lockup (3012:16546): two Large CTAs 70 r16 px40 py24 16/22 -0.64 on a 10 gap, 24 apart, the secondary #001615 inside a 1.5px #56C7F3 (3012:16587). The 260 pin, 516 column, 70/r16/16/22, 24 gap and 1.5 border all match. Not rendered, so column 6 stays partial.	1440=partial @2026-09-13/wave41-wallet
Skai > Wallet > get the app > new user 1VH (375 x 812px) [7727-15382]	done	modules/skai-wallet/src/pages/wallet/WalletShellWelcome.tsx	SKAIAuth login step (continuedOnWeb)	RE-READ WITH DESIGN CONTEXT AND BUILT. 87x36 lockup centred 72 above centre (316..352); CTAs 328 wide at y=388, 36 under it (7727:15435): two Small CTAs 44 r12 px16 py14 14/16 on a 12 arrow gap, 20 apart, the secondary on a 1px #56C7F3. Now 50vh-90, mb-9 under the lockup, gap-5 (ace8a0f); the page had 260 / 48 / 24. Not rendered, so column 6 stays partial.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet > get the app > new user 1VH (768 x 1024px) [7676-51506]	done	modules/skai-wallet/src/pages/wallet/WalletShellWelcome.tsx	SKAIAuth login step (continuedOnWeb)	RE-READ WITH DESIGN CONTEXT AND BUILT. The 116x48 lockup is centred 84 above the frame's centre (404..452) over a 418 column at y=500 - 48 under it - and the block is CENTRED, not pinned: two Medium CTAs 50 r12 px24 py16 14/18 - "Create a new wallet" on #56C7F3 with a 16 arrow (7676:51538), "I already have a wallet" #001615 inside a 1px #56C7F3 (7676:51539) - 20 apart (7676:51537). The page had pinned the block 260 down at every width, which here put the lockup 144 above the board's, with a 24 pair gap and a flat 48 under the lockup. Now 50vh-108 at md, gap 20, 48 (ace8a0f). Not rendered, so column 6 stays partial.	768=partial @2026-09-13/wave41-wallet
Skai > Wallet 1VH (1440 x 900px) [2998-19599]	done	modules/skai-wallet/src/pages/wallet/WalletShellLanding.tsx	App.tsx->SKAIAuth (landing)	RE-READ WITH DESIGN CONTEXT; one delta, fixed. LogosSkaiShort Large 154x64 centred on y=120 (88..152); the 522x306 illustration centred on 369 (216..522) - 64 under the lockup; content 621 wide at y=558 - 36 under the illustration; headline Lg/Super-headline 3 Light 42/48 -1.68 on a 547 box, sub Mulish 22/26 #E0E0E0 16 below (3023:15392 gap 16); CTAs 43 below in a 331 column (3023:15398): "Get the app" 70 r16 px40 py24 16/22 on #56C7F3, "Continue on web" 14/18 + 16 arrow on a 10 gap, 16 under. The page carried 43 for BOTH outer seams (the content block's inner seam applied to the column); now 64 / 36 (ace8a0f). The block is centred in the viewport, which lands the lockup at 96 on a 900 board against the frame's 88 - the same centring the 375 board lands exactly and the unlock and welcome boards use. Not rendered, so column 6 stays partial.	1440=partial @2026-09-13/wave41-wallet
Skai > Wallet 1VH (375 x 812px) [7727-14906]	done	modules/skai-wallet/src/pages/wallet/WalletShellLanding.tsx	App.tsx->SKAIAuth (landing)	NOT RE-READ THIS PASS; the page did not change on 09-10 and wave 39's measured row stands: logos/skai-short 87x36 at y=189, the 308x180 illustration 36 under it, the 320 content block 36 under that, headline Manrope Light 24/30, sub Mulish 14/16 #E0E0E0 8 below, CTAs 24 below in a 210 column (210x44 r12 14/16, Continue on web + 16 arrow 8 under). The 1440 seam fix this pass (ace8a0f) leaves the 375 gaps at 36 / 36. Its 434 block centred on 812 lands the lockup at 189, the board's own y. Not rendered.	375=partial @2026-09-13/wave41-wallet
Skai > Wallet 1VH (768 x 1024px) [7675-51300]	done	modules/skai-wallet/src/pages/wallet/WalletShellLanding.tsx	App.tsx->SKAIAuth (landing)	NOT RE-READ THIS PASS; wave 39's measured row stands (116x48 lockup, 416x243 illustration 72 under it, content 48 under that, 32/40 headline, Mulish 16/20 sub 12 below, 270x50 r12 14/18 CTA 32 below with Continue on web 12 under). Unchanged by this pass except that the column gap now carries 36 at every tier with the lockup adding the rest (72 at md, 64 at lg). Not rendered.	768=partial @2026-09-13/wave41-wallet
