# bug-node-index.tsv - LAYER D: every Figma node-id referenced by an OPEN bug report,
# resolved to {type, name, depth, owning screen, page, catalog section}.
#
# Built 2026-08-13 from: open bug_reports (status in new/needs_info/backlog/reopened/in_progress)
# with a non-empty figma_link -> 488 reports / 445 distinct links / 430 distinct (fileKey,node) pairs.
# Resolution method: figma.getNodeByIdAsync(id), then walk .parent to the PAGE and record the
# last node before it as the owning screen. This is the layer-D method CATALOG_DESIGN.md specifies.
#
# WHY THIS FILE EXISTS: the catalog indexes top-level children of a page (whole screens), but
# reporters link to the thing that is wrong - a panel, modal or button nested 1-12 levels deep.
# Before this file, 332 of 430 bug-linked nodes (77%) resolved to nothing in the catalog.
#
# status column:
#   screen   = the link points at a catalogued top-level screen (depth 0)
#   child    = a descendant of a catalogued screen, resolved in the file the link named
#   retarget = resolved in a DIFFERENT file than the link named - the link file key is STALE.
#              Use resolvedFileKey, not linkFileKey. See FILE_ROUTING.md.
#   alias    = already covered by a bugref-aliases.tsv row
#   gone     = resolves in NEITHER product file NOR the Games file. Deleted upstream in Figma.
#              Verified twice, via getNodeByIdAsync and via get_metadata. Do not treat these as
#              a coverage gap and do not go looking for them - the design node no longer exists.
#
# 2026-08-13 CORRECTION (wave-4 trench lane): four rows below were marked `alias` onto
#   parents 9899-106438 / 9896-104373 / 9893-94731. Those PARENTS do not resolve either.
#   Probed with figma.getNodeByIdAsync on BOTH product files, with 13006-212012 /
#   13006-210578 as a positive control (both found, page '✅ Trade 2'). All seven ids
#   returned null in both files, so 9899-106439 / 9899-106541 / 9902-114827 /
#   9902-115168 are now `gone`. An `alias` row whose target is itself dead sends the
#   next reader looking for a frame that does not exist.
# depth = levels between the referenced node and its owning screen (0 = the screen itself).
# openRefs = number of OPEN bug reports pointing at this (linkFileKey,node) pair.
#
refNode	linkFileKey	resolvedFileKey	status	section	type	name	depth	page	owningScreenNode	owningScreenTitle	openRefs
3562-40418	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	row	5	✅ Predict	3562-40397	Skai > Predict > Dashboard (1440 x 900px)	1
3562-40426	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 420	12	✅ Predict	3562-40397	Skai > Predict > Dashboard (1440 x 900px)	1
3562-40436	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	GROUP	Skai logo - white	12	✅ Predict	3562-40397	Skai > Predict > Dashboard (1440 x 900px)	1
8577-82064	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	(catalogued frame)	dropdown-more	0	✅ Predict	8577-82064	dropdown-more	1
8583-127820	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	(catalogued frame)	Skai > Predict 1VH (1440 x 900px)	0	✅ Predict	8583-127820	Skai > Predict 1VH (1440 x 900px)	1
8583-128777	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	INSTANCE	Header-desktop-two-layer	1	✅ Predict	8583-127820	Skai > Predict 1VH (1440 x 900px)	1
8583-132891	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 418	2	✅ Predict	3269-17599	Skai > Predict - layout 2 ALT (1440 x 900px)	1
8610-162944	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Main container	2	✅ Predict	8583-127820	Skai > Predict 1VH (1440 x 900px)	1
8610-163937	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	(catalogued frame)	card	0	✅ Predict	8610-163937	card	1
8610-164237	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 404	3	✅ Predict	8610-163972	Skai > Predict (1440 x 900px)	1
8610-164278	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	markets	3	✅ Predict	8610-163972	Skai > Predict (1440 x 900px)	1
8610-164280	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	card	5	✅ Predict	8610-163972	Skai > Predict (1440 x 900px)	1
8659-71619	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	FAQ	1	✅ Predict	8610-163972	Skai > Predict (1440 x 900px)	1
8687-54504	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	(catalogued frame)	Skai > Predict > breaking (1440 x 900px)	0	✅ Predict	8687-54504	Skai > Predict > breaking (1440 x 900px)	1
8687-54506	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	main	1	✅ Predict	8687-54504	Skai > Predict > breaking (1440 x 900px)	1
8827-133388	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	sidebar - open - predict	1	✅ Predict	3445-64375	Skai > Predict > sports (1440 x 900px)	1
8827-135069	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	markets	2	✅ Predict	8583-127820	Skai > Predict 1VH (1440 x 900px)	1
8909-135203	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	screen	predict	(catalogued frame)	sidebar - open - predict internal folder structure	0	✅ Predict	8909-135203	sidebar - open - predict internal folder structure	1
8909-137259	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	sidebar - open - predict	1	✅ Predict	3546-25568	Skai > Predict > Finance (1440 x 900px)	1
8909-137997	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	INSTANCE	Header-desktop-two-layer	1	✅ Predict	3553-5220	Skai > Predict > Climate and Science (1440 x 900px)	1
8911-163474	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 270	3	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
8911-165814	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 453	4	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
8911-165885	3sSzw1KewMtUbeLAv7uW0r	3sSzw1KewMtUbeLAv7uW0r	child	predict	FRAME	Frame 389	11	✅ Predict	8911-163462	Skai > Predict > Rewards 1VH (1440 x 900px)	1
9746-173724	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	pwa	FRAME	modal	2	✅ Home 1	9746-173030	Skai > Home > Install to homescreen 1VH (375 x 812px)	1
9003-139146	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	screen	skratch	(catalogued frame)	Card out	0	✅ Scratchers - Skai originals	9003-139146	Card out	1
9003-142709	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	main	1	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-142712	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Frame 450	4	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-142775	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Frame 1000004044	6	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-142812	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Desktop	6	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-143059	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	section	5	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-143184	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Main container	4	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-143292	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Main container	4	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9003-143343	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Frame 641	4	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9212-20911	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Frame 1000004043	1	✅ Scratchers - Skai originals	9212-20910	Desktop	1
9212-21445	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	child	skratch	FRAME	Frame 1000004041	5	✅ Scratchers - Skai originals	9003-142707	Skai > Play > Casino > Scratchers (1440 x 900px)	1
9212-22275	M6r9FEn042UWTQD1zvy6GM	M6r9FEn042UWTQD1zvy6GM	screen	skratch	(catalogued frame)	Card out	0	✅ Scratchers - Skai originals	9212-22275	Card out	1
3903-24462	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade	(catalogued frame)	Skai > Trade > Perpetual futures (1440 x 900px)	0	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
3903-25954	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade	(catalogued frame)	Trade panel - Long	0	✅ Trade 1	3903-25954	Trade panel - Long	1
3903-26048	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade	(catalogued frame)	Trade panel - Short	0	✅ Trade 1	3903-26048	Trade panel - Short	1
3903-26142	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade	(catalogued frame)	Trade panel - Short with value	0	✅ Trade 1	3903-26142	Trade panel - Short with value	1
3908-41228	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	INSTANCE	CTA/button	3	✅ Trade 1	3908-39491	Skai > Trade > Perpetual futures - user not signed 1VH (1440 x 900px)	1
3928-67010	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 444	2	✅ Trade 1	3903-21478	Skai > Trade > Perpetual futures 1VH (1440 x 900px)	1
3928-67389	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 445	2	✅ Trade 1	3903-21478	Skai > Trade > Perpetual futures 1VH (1440 x 900px)	1
3928-73251	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	main	1	✅ Trade 1	3903-22970	Skai > Trade > Perpetual futures (1440 x 900px)	1
3928-84939	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Right menu	1	✅ Trade 1	3928-83147	Skai > Trade > Perpetual futures > cross/isolated 1VH (1440 x 900px)	1
3931-89692	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Right menu	1	✅ Trade 1	3931-88039	Skai > Trade > Spot > Chart settings 1VH (1440 x 900px)	1
3931-89692	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Right menu	1	✅ Trade 1	3931-88039	Skai > Trade > Spot > Chart settings 1VH (1440 x 900px)	1
3962-29414	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	modal	2	✅ Trade 1	3962-8774	Skai > Trade > Spot > Limit > Search pairs 1VH (1440 x 900px)	1
3976-40708	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	modal	2	✅ Trade 1	3976-39045	Skai > Trade > Perpetual futures > Order confirmation 1VH (1440 x 900px)	1
4018-42130	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 444	2	✅ Trade 1	4018-40830	Skai > Trade > Perpetual futures > Positions (1440 x 900px)	1
4144-63929	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	alias	trade	(alias)		1	✅ Trade 1	4144-63925	Advanced functions (approved)	1
4207-133479	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	(catalogued frame)	Skai > Trade > Perpetual futures > Trade history > share PnL (1440 x 900px)	0	✅ Trade 1	4207-133479	Skai > Trade > Perpetual futures > Trade history > share PnL (1440 x 900px)	1
4437-112650	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade	(catalogued frame)	Skai > Dashboard - positive 1VH (1440 x 900px)	0	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112651	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	main	1	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112651	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	main	1	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112655	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 345	4	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112671	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 266	3	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112672	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 231	4	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4437-112698	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	INSTANCE	icons/action	7	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
4451-126609	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	section	2	✅ Trade 1	4451-126554	Skai > Dashboard > Whale activity 1VH (1440 x 900px)	1
4451-127044	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	section	2	✅ Trade 1	4451-126989	Skai > Dashboard > Reports 1VH (1440 x 900px)	1
4459-127820	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	section	2	✅ Trade 1	4459-127765	Skai > Dashboard > News 1VH (1440 x 900px)	1
7761-224662	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	dropdown-3	1	✅ Trade 1	3962-8653	Trade panel - Limit	1
7886-84336	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 11	3	✅ Trade 1	3903-21478	Skai > Trade > Perpetual futures 1VH (1440 x 900px)	1
7886-84336	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 11	3	✅ Trade 1	3903-21478	Skai > Trade > Perpetual futures 1VH (1440 x 900px)	1
7886-85434	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Order book	2	✅ Trade 1	3903-21478	Skai > Trade > Perpetual futures 1VH (1440 x 900px)	1
7886-87844	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	main	1	✅ Trade 1	3908-39491	Skai > Trade > Perpetual futures - user not signed 1VH (1440 x 900px)	1
7886-91643	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 6	3	✅ Trade 1	3903-22970	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-93453	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	TradingView	3	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-94557	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Order book	2	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-94828	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 447	2	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-94833	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 336	7	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-95165	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 448	2	✅ Trade 1	3903-22970	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-95181	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 298	4	✅ Trade 1	3903-22970	Skai > Trade > Perpetual futures (1440 x 900px)	1
7888-95188	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	middle	9	✅ Trade 1	3903-22970	Skai > Trade > Perpetual futures (1440 x 900px)	1
7890-132982	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 160	5	✅ Trade 1	4020-47586	Skai > Trade > Perpetual futures > Orders (1440 x 900px)	1
7890-134142	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	Frame 446	6	✅ Trade 1	4020-47586	Skai > Trade > Perpetual futures > Orders (1440 x 900px)	1
7909-43414	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade	FRAME	sidebar	1	✅ Trade 1	3903-24462	Skai > Trade > Perpetual futures (1440 x 900px)	1
8493-110256	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	trade	FRAME	Frame 1161	6	✅ Trade 1	4437-112650	Skai > Dashboard - positive 1VH (1440 x 900px)	1
9050-213899	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	alias	trade	(alias)		1	✅ Trade 1	9050-212503	Skai > Trade > Spot - timeframe dropdown 1VH (768 x 1024px)	1
9069-261059	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	alias	trade	(alias)		1	✅ Trade 1	9069-259546	Skai > Trade > Spot > Chart settings 1VH (768 x 1024px)	1
9104-77789	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	alias	trade	(alias)		1	✅ Trade 1	9102-300724	Skai > Trade > Perpetual Futures - Market long 1VH (768 x 1024px)	1
13006-134424	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 6	9	✅ Trade 2	13006-134301	Skai > Trench 1VH (1440 x 900px)	1
13006-146207	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	dropdown	1	✅ Trade 2	13006-144635	Skai > Trade - dropdown 1VH (1440 x 900px)	1
13006-146235	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 521	2	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-146267	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 345	4	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-146464	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 604	3	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-147304	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Trench scroller	2	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-147365	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Trench scroller	1	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-147429	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	sidebar	1	✅ Trade 2	13006-146233	Skai > Launch 1VH (1440 x 900px)	1
13006-147487	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	main	1	✅ Trade 2	13006-147486	Skai > Launch > create token 1VH (1440 x 900px)	1
13006-158615	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 1178	2	✅ Trade 2	13006-155671	Skai > Trench > Display settings 1VH (1440 x 900px)	1
13006-165060	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	list	5	✅ Trade 2	13006-162230	Skai > Trench > Hotkeys 1VH (1440 x 900px)	1
13006-165149	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 1178	2	✅ Trade 2	13006-162230	Skai > Trench > Hotkeys 1VH (1440 x 900px)	1
13006-191527	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	INSTANCE	input/toggle	5	✅ Trade 2	13006-188690	Skai > Trench > Alerts - toggle on 1VH (1440 x 900px)	1
13006-194608	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	modal	2	✅ Trade 2	13006-191789	Skai > Trench > Blacklist 1VH (1440 x 900px)	1
13006-194613	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	INSTANCE	CTA/button	5	✅ Trade 2	13006-191789	Skai > Trench > Blacklist 1VH (1440 x 900px)	1
13006-194652	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	INSTANCE	CTA/button	5	✅ Trade 2	13006-191789	Skai > Trench > Blacklist 1VH (1440 x 900px)	1
13006-201800	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	modal	2	✅ Trade 2	13006-198981	Skai > Trench > One-click trade settings - modal off 1VH (1440 x 900px)	1
13006-201814	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	INSTANCE	CTA/button	5	✅ Trade 2	13006-198981	Skai > Trench > One-click trade settings - modal off 1VH (1440 x 900px)	1
13006-204639	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	modal	2	✅ Trade 2	13006-201820	Skai > Trench > One-click trade settings - modal buy 1VH (1440 x 900px)	1
13006-204666	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	screen	trade-2	(catalogued frame)		0	✅ Trade 2	13006-204666		1
13006-207496	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	input/primary-inputs	4	✅ Trade 2	13006-204666	Skai > Trench > One-click trade settings - modal sell 1VH (1440 x 900px)	1
13006-210579	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 6	3	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-210718	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Row 2	4	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-212013	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	section	3	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-212076	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Multi-panel - combined	2	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-212078	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 429	4	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-212219	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 1153	6	✅ Trade 2	13006-210576	Skai > Trench > Trade 1VH (1440 x 900px)	1
13006-252007	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	dropdown	1	✅ Trade 2	13006-250464	Skai > Trade - dropdown 1VH (1440 x 900px)	1
13006-252239	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	Frame 218	3	✅ Trade 2	13006-252220	sidebar - open - trench	1
13006-252244	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	trade-2	FRAME	internal	3	✅ Trade 2	13006-252220	sidebar - open - trench	1
2998-19599	3sSzw1KewMtUbeLAv7uW0r	mhF3BkzlTaGiLzJ7kvpmVc	retarget	wallet	(catalogued frame)	Skai > Wallet 1VH (1440 x 900px)	0	✅ Wallet 1	2998-19599	Skai > Wallet 1VH (1440 x 900px)	1
3023-12587	mhF3BkzlTaGiLzJ7kvpmVc	mhF3BkzlTaGiLzJ7kvpmVc	child	wallet	FRAME	inputs	2	✅ Wallet 1	3023-11938	Skai > Wallet > get the app > new user > create new wallet 1VH (1440 x 900px)	1
